season,round,circuit,driver,team,grid,gap_to_pole,best_quali_time,rolling_podium_rate,rolling_points,team_rolling_points,circuit_podium_rate,avg_temp,avg_humidity,avg_wind,rainfall,podium
2022,9,Canadian Grand Prix,RUS,Mercedes,8,2.257999999999996,83.557,0.4,12.4,11.2,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,LEC,Ferrari,19,5.0,93.008,0.2,7.6,9.8,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,OCO,Alpine,7,2.2299999999999898,83.529,0.0,2.6,3.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,BOT,Alfa Romeo,11,5.0,86.788,0.0,5.2,0.4,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,ZHO,Alfa Romeo,10,2.7309999999999945,84.03,0.0,0.0,1.6,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,ALO,Alpine,2,0.644999999999996,81.944,0.0,2.8,4.2,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,STR,Aston Martin,17,5.0,95.532,0.0,0.4,1.8,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,RIC,McLaren,9,2.4499999999999886,83.749,0.0,0.8,3.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,VET,Aston Martin,16,5.0,94.512,0.0,2.6,2.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,ALB,Williams,12,5.0,86.858,0.0,0.6,0.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,GAS,AlphaTauri,15,5.0,94.492,0.0,2.0,2.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,NOR,McLaren,14,5.0,94.066,0.2,6.0,3.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,LAT,Williams,18,5.0,95.66,0.0,0.0,0.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,MAG,Haas F1 Team,5,1.6609999999999872,82.96,0.0,0.4,0.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,TSU,AlphaTauri,20,5.0,96.575,0.0,1.4,2.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,MSC,Haas F1 Team,6,2.056999999999988,83.356,0.0,0.0,0.0,0.0,20.76,28.93,3.55,0,0
2022,9,Canadian Grand Prix,PER,Red Bull Racing,13,5.0,93.127,0.8,18.6,21.8,0.0,20.76,28.93,3.55,0,0
2022,10,British Grand Prix,SAI,Ferrari,1,0.0,100.983,0.6,12.8,8.2,0.0,18.25,59.75,1.46,1,1
2022,10,British Grand Prix,PER,Red Bull Racing,4,0.6329999999999956,101.616,0.6,15.0,16.8,0.0,18.25,59.75,1.46,1,1
2022,10,British Grand Prix,HAM,Mercedes,5,1.0120000000000005,101.995,0.2,9.8,11.6,0.0,18.25,59.75,1.46,1,1
2022,10,British Grand Prix,LEC,Ferrari,3,0.3149999999999977,101.298,0.2,8.0,10.8,0.0,18.25,59.75,1.46,1,0
2022,10,British Grand Prix,ALO,Alpine,7,1.1329999999999956,102.116,0.0,3.2,3.4,0.0,18.25,59.75,1.46,1,0
2022,10,British Grand Prix,NOR,McLaren,6,1.100999999999999,102.084,0.0,3.0,1.2,0.0,18.25,59.75,1.46,1,0
2022,10,British Grand Prix,VER,Red Bull Racing,2,0.0720000000000027,101.055,1.0,23.2,17.4,0.0,18.25,59.75,1.46,1,0
